timestamp_iso,iteration,phase,loop_index,xt_db,best_xt_db,xt_plus_db,xt_minus_db,learning_rate_ak,perturbation_ck,gradient_norm,optimizer_algorithm,xt_source,"Z(1,-1)","Z(1,1)","Z(2,-2)","Z(2,0)","Z(2,2)",hologram_shift_x_px,hologram_shift_y_px
2026-04-21T15:15:28.120170,0,baseline,421,-11.029419898986816,-11.029419898986816,,,0.0,0.0,0.0,stochastic_hill_climb,mode_group,-1.015,0.8415,0.1771,0.0907,-0.4717,-3.0,-2.0
2026-04-21T15:15:33.353405,1,reject,422,-8.118804693222046,-11.029419898986816,,,0.25,0.9007142857142857,0.0,stochastic_hill_climb,mode_group,-1.6779532844993428,0.31164932185544136,-0.2777786055592645,0.1651021104450426,0.48363670495853095,-0.6573140907599311,1.0535152177167144
2026-04-21T15:15:38.581404,2,reject,423,-8.424246311187744,-11.029419898986816,,,0.25,0.8736928571428572,0.0,stochastic_hill_climb,mode_group,-1.499790999612526,0.41321623372926725,0.34624599213369167,-0.030761762812058516,-0.43490072049388717,-1.8025184718820924,-1.7043874613348986
2026-04-21T15:15:43.833322,3,reject,424,-9.532217383384705,-11.029419898986816,,,0.25,0.8474820714285715,0.0,stochastic_hill_climb,mode_group,-1.5725653415223908,0.8568708291010805,0.0792623311386454,-0.041350852233458135,-0.8505279937375729,-2.342141168514524,0.4839047075567069
2026-04-21T15:15:49.035417,4,reject,425,-10.213533639907837,-11.029419898986816,,,0.25,0.8220576092857143,0.0,stochastic_hill_climb,mode_group,-1.1649476742256037,0.8371658297866021,-0.021266179005656582,-0.16734911739582586,-1.0895786245168946,-4.33374898448658,0.879041626287433
2026-04-21T15:15:54.271314,5,reject,426,-7.317675948143005,-11.029419898986816,,,0.25,0.7973958810071428,0.0,stochastic_hill_climb,mode_group,-1.4931415952317613,0.002074299106377131,0.2669141849370744,0.7803076679620427,-0.9780236119183461,-1.5233655790815785,-3.6314819055128598
2026-04-21T15:15:59.442969,6,reject,427,-7.8690290451049805,-11.029419898986816,,,0.25,0.7734740045769285,0.0,stochastic_hill_climb,mode_group,-0.9955234578118931,0.7505359616317535,-0.11878895097732425,0.6063296922356052,-0.4368794124631807,-1.7497230019824206,-3.659513730912543
2026-04-21T15:16:04.696146,7,reject,428,-7.979288101196289,-11.029419898986816,,,0.25,0.7502697844396206,0.0,stochastic_hill_climb,mode_group,-1.147728324926565,0.6878077882754142,0.8611117986647657,-0.26754457454428493,-0.47835252170356585,-5.671876658258754,-0.730406112589004
2026-04-21T15:16:09.962757,8,reject,429,-4.850720763206482,-11.029419898986816,,,0.25,0.727761690906432,0.0,stochastic_hill_climb,mode_group,-1.385399892144996,0.19648693877432588,0.3900215753716343,-0.4678685555595167,-0.3600892527662368,-6.26243265266841,-4.663832443315394
2026-04-21T15:16:15.188725,9,reject,430,-3.6744996905326843,-11.029419898986816,,,0.25,0.7059288401792391,0.0,stochastic_hill_climb,mode_group,-0.7183421870861617,0.9624366623215763,0.05916611940011693,0.004091817964157057,-0.09307719359299732,-5.554959824603673,-4.289848463212602
2026-04-21T15:16:20.481591,10,reject,431,-6.359885334968567,-11.029419898986816,,,0.25,0.6847509749738618,0.0,stochastic_hill_climb,mode_group,-0.5885145718870453,0.9718835366723255,-0.07298943840860359,0.315906313272615,-0.29173340792983116,-6.093683386343912,0.03571889730042965
2026-04-21T15:16:25.596948,11,reject,432,-7.176764011383057,-11.029419898986816,,,0.25,0.6642084457246459,0.0,stochastic_hill_climb,mode_group,-1.0676892387607988,1.4259710534840284,0.4082774923878154,0.4127007221922581,-0.34305625413256363,-1.387033697589763,-5.1550606708853
2026-04-21T15:16:30.839982,12,reject,433,-10.296727418899536,-11.029419898986816,,,0.25,0.6442821923529066,0.0,stochastic_hill_climb,mode_group,-0.8992665973631901,0.5287960858946453,0.030975075351247994,0.29977149180171336,-0.5699510021020912,-3.2729864692578587,-3.2936249662348764
2026-04-21T15:16:36.034542,13,reject,434,-7.252153754234314,-11.029419898986816,,,0.25,0.6249537265823194,0.0,stochastic_hill_climb,mode_group,-0.6383861777090236,0.23124055695275625,0.11074261102762023,-0.23631089023512086,-0.6270056145609664,-4.833992286293158,-2.35073290640613
2026-04-21T15:16:41.187127,14,reject,435,-7.806495428085327,-11.029419898986816,,,0.25,0.6062051147848498,0.0,stochastic_hill_climb,mode_group,-0.6209685829753533,0.6484996751451846,0.7528806123830284,0.4576743211060258,-0.3178835597292577,-3.3915762958058733,-3.369155419836638
2026-04-21T15:16:46.382823,15,reject,436,-9.325109124183655,-11.029419898986816,,,0.25,0.5880189613413043,0.0,stochastic_hill_climb,mode_group,-1.1010095806591793,1.1377149087160257,0.02999911843511663,0.4943942554203628,-0.7480342894330678,-3.650415829358777,-1.8447014531610293
2026-04-21T15:16:51.628149,16,reject,437,-10.173499584197998,-11.029419898986816,,,0.25,0.5703783925010651,0.0,stochastic_hill_climb,mode_group,-0.9845683165184681,0.9159630236132547,0.003556788912550235,0.7780928534541162,-0.4783731728748249,-2.87246434984502,-3.164377377302535
2026-04-21T15:16:56.900369,17,reject,438,-10.267270803451538,-11.029419898986816,,,0.25,0.5532670407260333,0.0,stochastic_hill_climb,mode_group,-1.4294149220155563,0.9022626420138887,0.39427192563210317,0.07174180689256318,-0.36642046546699925,-2.808006719185804,-1.9322685497211214
2026-04-21T15:17:02.096253,18,reject,439,-7.051541805267334,-11.029419898986816,,,0.25,0.5366690295042522,0.0,stochastic_hill_climb,mode_group,-0.6077461893381483,1.6261125377610357,-0.05353777050606165,0.477944322902784,-0.4462895981201169,-2.8770686120275406,-3.0819075941028258
2026-04-21T15:17:07.329893,19,reject,440,-8.294790387153625,-11.029419898986816,,,0.25,0.5205689586191247,0.0,stochastic_hill_climb,mode_group,-0.819309297989683,0.9973802522661777,-0.3588593411010902,0.39491920828609417,-0.18887806268362228,-3.877666680955649,-2.5249606808703167
2026-04-21T15:17:12.549899,20,accept,441,-11.131126880645752,-11.131126880645752,,,0.25,0.5361860273776984,0.0,stochastic_hill_climb,mode_group,-0.9975689494224639,0.640261633698004,0.49098628936516653,0.1291226146187891,-0.25999324261146817,-2.2617770902793763,-2.931880026894361
2026-04-21T15:17:17.841468,21,accept,442,-11.34339451789856,-11.34339451789856,,,0.25,0.5522716081990293,0.0,stochastic_hill_climb,mode_group,-0.7017537347079283,0.46549981038276744,-0.024577027694311138,-0.31318395320886483,0.19434223984004717,-1.7341191797265125,-1.2594084942325534
2026-04-21T15:17:22.909822,22,reject,443,-9.45788562297821,-11.34339451789856,,,0.25,0.5357034599530585,0.0,stochastic_hill_climb,mode_group,-0.6203805259764593,0.524237161044833,0.32416955116300755,-0.2782401723993845,0.21839819333402974,-2.5899998379254843,0.2011499933784915
2026-04-21T15:17:28.137133,23,reject,444,-9.481748938560486,-11.34339451789856,,,0.25,0.5196323561544667,0.0,stochastic_hill_climb,mode_group,-0.8058931060784263,0.32105648358178307,-0.053298129526522256,-0.30473159566852165,0.08971504603658742,-2.1131560591475966,-1.686021266947073
2026-04-21T15:17:33.346651,24,reject,445,-9.32317316532135,-11.34339451789856,,,0.25,0.5040433854698326,0.0,stochastic_hill_climb,mode_group,-0.9371052112682712,0.36252938957091974,0.16905419413277176,0.10519036254461805,-0.1021288381403837,-3.5900198925437787,-1.629533184518881
2026-04-21T15:17:38.551454,25,reject,446,-8.428889513015747,-11.34339451789856,,,0.25,0.4889220839057377,0.0,stochastic_hill_climb,mode_group,-0.47121314118198576,0.33058673689350027,0.07725102772029128,-0.35237352939093936,0.2097865983886659,-1.9874062024807775,-0.9941106362140752
2026-04-21T15:17:43.799038,26,reject,447,-8.525910377502441,-11.34339451789856,,,0.25,0.4742544213885655,0.0,stochastic_hill_climb,mode_group,-0.26662221458538987,0.5602272545165158,0.020917577350819005,-0.6957887476537529,0.2613437948206123,-0.06706495194767403,-1.344859570386056
2026-04-21T15:17:49.018500,27,reject,448,-11.20252013206482,-11.34339451789856,,,0.25,0.4600267887469086,0.0,stochastic_hill_climb,mode_group,-0.8819533057843807,0.37269703046648045,-0.04266936919742541,-0.13445427478899316,0.3188528692824895,-1.0929627878709534,-0.6921374653636356
2026-04-21T15:17:54.237654,28,reject,449,-9.505606889724731,-11.34339451789856,,,0.25,0.4462259850845013,0.0,stochastic_hill_climb,mode_group,-0.6074643586837948,0.3720487163989149,0.3853842046331258,-0.5627072852205048,0.21019740243792645,-1.6048003320709923,-3.5873445377194635
2026-04-21T15:17:59.465095,29,reject,450,-8.683410286903381,-11.34339451789856,,,0.25,0.43283920553196625,0.0,stochastic_hill_climb,mode_group,-0.670909554072975,0.26691188345583894,0.5892926595623952,-0.6017950900179024,0.37946231131344654,-4.127166285744161,-2.273103947235554
2026-04-21T15:18:04.644746,30,reject,451,-9.676165580749512,-11.34339451789856,,,0.25,0.4198540293660073,0.0,stochastic_hill_climb,mode_group,-0.8771152841285333,0.29832417616953544,0.37275084443478107,-0.6921621680528114,-0.2522243843872273,-1.4749684636893203,-1.9243535786301242
2026-04-21T15:18:09.902421,31,reject,452,-10.830624103546143,-11.34339451789856,,,0.25,0.4072584084850271,0.0,stochastic_hill_climb,mode_group,-0.748483655880972,0.5819191554605773,-0.41948521869599165,-0.8368907613548252,0.1780150493506176,-0.8157677216915536,-1.267134342725329
2026-04-21T15:18:15.095363,32,reject,453,-8.24171006679535,-11.34339451789856,,,0.25,0.3950406562304762,0.0,stochastic_hill_climb,mode_group,-0.49206851653584793,-0.013529076652473715,-0.1197903613227365,-0.3748516033144064,0.3152203438782321,-2.5792464516664344,-1.1272242679414455
2026-04-21T15:18:20.224287,33,reject,454,-9.53928291797638,-11.34339451789856,,,0.25,0.38318943654356197,0.0,stochastic_hill_climb,mode_group,-0.6107128407290189,0.38604205036706074,-0.02304510179345081,-0.2573927973660896,0.45850202519731315,-2.187087984721373,-1.438649204827559
2026-04-21T15:18:25.457280,34,reject,455,-10.574804544448853,-11.34339451789856,,,0.25,0.37169375344725514,0.0,stochastic_hill_climb,mode_group,-0.9288172461727074,0.7520390806549382,0.12912574282818326,-0.03044310003810663,0.3513937835265478,-3.405406330314186,-0.3616211344282916
2026-04-21T15:18:30.683302,35,reject,456,-10.985779762268066,-11.34339451789856,,,0.25,0.3605429408438375,0.0,stochastic_hill_climb,mode_group,-0.7083477578712325,0.7781742272616892,0.29951557558027814,-0.2581946553885707,0.23976489109058538,-0.9706664417218724,-1.378879959379188
2026-04-21T15:18:35.924883,36,accept,457,-11.502363681793213,-11.502363681793213,,,0.25,0.3713592290691526,0.0,stochastic_hill_climb,mode_group,-0.6912685156094291,0.7170435071408691,-0.027247149061259784,-0.22325872341348318,0.24331230644409754,-1.5364005932789053,-0.5530753216139005
2026-04-21T15:18:41.146291,37,reject,458,-10.402710437774658,-11.502363681793213,,,0.25,0.360218452197078,0.0,stochastic_hill_climb,mode_group,-0.6425953464977217,0.5904433558123313,-0.0551690098787324,-0.33852500236661787,-0.19975743831081208,-0.9448674450605066,-2.2031446365693172
2026-04-21T15:18:46.385700,38,reject,459,-11.0663902759552,-11.502363681793213,,,0.25,0.3494118986311657,0.0,stochastic_hill_climb,mode_group,-0.8443884076112772,0.7214967446269223,-0.16815124992924832,-0.47967905966765706,0.1487254706299766,-1.6372220060860858,-1.8778365445320113
2026-04-21T15:18:51.580033,39,reject,460,-11.445834636688232,-11.502363681793213,,,0.25,0.3389295416722306,0.0,stochastic_hill_climb,mode_group,-0.8780280832677997,0.655413194683473,0.1051391141330361,-0.08957557643234329,0.11592826473550186,-2.068914512737324,0.4004584930038354
2026-04-21T15:18:56.928081,40,reject,461,-11.274241209030151,-11.502363681793213,,,0.25,0.3287616554220637,0.0,stochastic_hill_climb,mode_group,-0.7073814951541646,0.5821787144376179,0.04565998156102939,-0.4064735234921134,0.12130773200345013,-2.3934272527877054,-0.6248866153642058
2026-04-21T15:19:02.048538,41,reject,462,-9.185964465141296,-11.502363681793213,,,0.25,0.31889880575940177,0.0,stochastic_hill_climb,mode_group,-0.39267488434000547,1.137149248963328,0.09196087240404943,-0.33298502584718287,-0.00796234092971873,-2.2069149449347294,-0.4770236481030706
2026-04-21T15:19:07.254998,42,reject,463,-11.469427347183228,-11.502363681793213,,,0.25,0.3093318415866197,0.0,stochastic_hill_climb,mode_group,-0.9847839603568196,0.6479266842949224,-0.0330398221062459,-0.3662817239082752,0.17830460909882795,-1.0943785711198164,-0.5640914282507933
2026-04-21T15:19:12.445386,43,reject,464,-10.91327428817749,-11.502363681793213,,,0.25,0.30005188633902113,0.0,stochastic_hill_climb,mode_group,-0.9370126630017017,0.9116220139795583,-0.06507437825833476,-0.18610815517761847,0.4109881406252657,-0.2959314310215624,-0.164479610676788
2026-04-21T15:19:17.591875,44,reject,465,-9.686172008514404,-11.502363681793213,,,0.25,0.2910503297488504,0.0,stochastic_hill_climb,mode_group,-0.39286891950579467,0.8486479763811952,0.025904343957151726,-0.37475923759357677,0.29527946303830654,-2.250792684118413,0.10422292927468901
2026-04-21T15:19:22.794000,45,reject,466,-11.132500171661377,-11.502363681793213,,,0.25,0.28231881985638496,0.0,stochastic_hill_climb,mode_group,-0.7887372613593492,0.6436079484360968,0.14353057544086117,-0.24940344509112236,0.40444277253640515,-1.2490018260490026,-1.1932532228967412
2026-04-21T15:19:27.986272,46,reject,467,-10.958867073059082,-11.502363681793213,,,0.25,0.2738492552606934,0.0,stochastic_hill_climb,mode_group,-0.39489455018405806,0.8601669717889978,-0.06732951057395528,-0.13164888380371817,0.16970159225391704,-1.450898682610479,-0.31766083088917463
2026-04-21T15:19:33.225855,47,reject,468,-10.224043130874634,-11.502363681793213,,,0.25,0.2656337776028726,0.0,stochastic_hill_climb,mode_group,-0.5801091998649737,0.49318616226361434,0.08646712433218014,0.01785723063111344,-0.031625467514168976,-0.6696547917331656,0.06314073078630011
