timestamp_iso,iteration,phase,loop_index,xt_db,best_xt_db,xt_plus_db,xt_minus_db,learning_rate_ak,perturbation_ck,gradient_norm,optimizer_algorithm,xt_source,"Z(0,0)","Z(1,-1)","Z(1,1)","Z(2,-2)","Z(2,0)","Z(2,2)",hologram_shift_x_px,hologram_shift_y_px
2026-04-22T12:05:40.109884,0,baseline,524,-5.4643577337265015,-5.4643577337265015,,,0.0,0.0,0.0,aspgd,mode_group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-22T12:05:52.530329,1,update,527,-5.254297256469727,-5.4643577337265015,-4.911157786846161,-5.832492113113403,0.012501726808482157,0.325,11.302785921361432,aspgd,mode_group,0.01250172678134385,-0.01250172678134385,-0.01250172678134385,0.01250172678134385,-0.01250172678134385,-0.01250172678134385,-0.012501726537099099,0.012501726537099099
2026-04-22T12:06:05.071893,2,update,530,-5.531734228134155,-5.531734228134155,-5.31055748462677,-5.3224897384643555,0.011804609032737053,0.30302560809197054,0.15699823251838105,aspgd,mode_group,0.020306353909293324,-0.02055103696089296,-0.020306353909293324,0.02055103696089296,-0.020306353909293324,-0.020306353909293324,-0.020306353448889227,0.020306353448889227
2026-04-22T12:06:17.609297,3,update,533,-5.375393033027649,-5.531734228134155,-5.265451669692993,-5.418660640716553,0.011202188962173731,0.2908667740409481,2.10010830551639,aspgd,mode_group,0.027260012018961194,-0.02505358604948693,-0.027260012018961194,0.02505358604948693,-0.024632092677355586,-0.024632092677355586,-0.02463209207237164,0.02463209207237164
2026-04-22T12:06:30.030355,4,update,536,-5.502033829689026,-5.531734228134155,-5.9216707944869995,-4.992709159851074,0.010675202112986525,0.28253698202925703,13.109136555136143,aspgd,mode_group,0.02615522684425061,-0.03201911535773491,-0.03547947489940391,0.03201911535773491,-0.031507169706688584,-0.031507169706688584,-0.022182921108513373,0.03150716892777078
2026-04-22T12:06:42.675551,5,update,539,-5.8635640144348145,-5.8635640144348145,-5.037170052528381,-5.365643501281738,0.010209416625671656,0.27624052488195594,4.7409403457638755,aspgd,mode_group,0.026755667334520037,-0.03892402821290098,-0.04336395175669294,0.03599704656607013,-0.035414440237058205,-0.03834142188388905,-0.02173313693099222,0.03541443935130792
2026-04-22T12:06:55.143624,6,update,542,-5.684146881103516,-5.8635640144348145,-5.169430375099182,-6.131221055984497,0.009794066903870007,0.27120024946925564,14.139761723052699,aspgd,mode_group,0.023998930479981903,-0.04654978481762411,-0.05162519029722762,0.03543142160932562,-0.04109550762974032,-0.03962880538259994,-0.01829507784316785,0.041095506610445746
2026-04-22T12:07:07.602692,7,update,545,-5.767537355422974,-5.8635640144348145,-5.760882496833801,-5.4728639125823975,0.009420843184739883,0.26701057310893883,4.300744704819536,aspgd,mode_group,0.022598250438569556,-0.05373668497487475,-0.057578760245833256,0.03584305661731627,-0.0449149633845445,-0.04157310292319537,-0.014571911006610797,0.04491496226973837
2026-04-22T12:07:20.204493,8,update,548,-5.821914076805115,-5.8635640144348145,-5.766640305519104,-5.6613510847091675,0.009083218337836475,0.2634336639627255,1.5935447004842913,aspgd,mode_group,0.021715580257452485,-0.06015228536798556,-0.062330765171858,0.036500606764895235,-0.047853262649329764,-0.04291777375014523,-0.011715444171772862,0.0484686946348223
2026-04-22T12:07:32.616388,9,update,551,-5.877959728240967,-5.877959728240967,-6.072846055030823,-5.5575889348983765,0.008775986697364428,0.2603184007415013,7.891703232679094,aspgd,mode_group,0.019622534447973197,-0.0667411167029695,-0.06756784108346645,0.038410731165735054,-0.05161661101569449,-0.045386218441722546,-0.010770252079644422,0.052732113472257834
2026-04-22T12:07:45.060391,10,update,554,-5.843369960784912,-5.877959728240967,-5.36530613899231,-6.0469114780426025,0.008494940406476255,0.25756293240615336,10.551184896741507,aspgd,mode_group,0.01958354269921925,-0.07358603562199155,-0.07334094529878318,0.041545876260568354,-0.05297999533513691,-0.045722866138164474,-0.011641400148226264,0.05773319931544793
2026-04-22T12:07:57.552145,11,update,557,-5.717127323150635,-5.877959728240967,-5.384308099746704,-6.203463077545166,0.008236637388797086,0.2550954425846538,12.803095526532278,aspgd,mode_group,0.021261883230265413,-0.08064818148030206,-0.07956484063495071,0.04570666255140123,-0.05233744276264739,-0.04769498875671549,-0.010613876883653457,0.06335331039656447
2026-04-22T12:08:10.038169,12,update,560,-5.775224566459656,-5.877959728240967,-5.826128721237183,-5.516390800476074,0.007998231845337454,0.25286344772343167,4.88382320975309,aspgd,mode_group,0.02333518514524433,-0.08611735870011372,-0.08556066479256176,0.04992215593174765,-0.05115795941993854,-0.0500218057698792,-0.01035219188335058,0.06882810744937218
2026-04-22T12:08:22.474081,13,update,563,-5.7194119691848755,-5.877959728240967,-5.991575717926025,-5.5093735456466675,0.007777348330248677,0.2508274612109286,7.664885842659092,aspgd,mode_group,0.024170949836173197,-0.08983916273975925,-0.09158257691977424,0.0525784965586472,-0.04922929214446023,-0.05292555305325059,-0.009203530342261944,0.07440721627096765
2026-04-22T12:08:35.000744,14,update,566,-5.728010535240173,-5.877959728240967,-6.0744935274124146,-5.461778044700623,0.007571986779994057,0.2489570501025285,9.812643845953392,aspgd,mode_group,0.025975551663162465,-0.09406241253578553,-0.09773343444472256,0.05370045685160436,-0.04871715918262382,-0.054254852725508985,-0.007136705045720336,0.07797860520586458
2026-04-22T12:08:47.407157,15,update,569,-5.999777317047119,-5.999777317047119,-6.12174928188324,-5.399391055107117,0.0073804499054969,0.24722827794397773,11.649467936009993,aspgd,mode_group,0.028679335055231788,-0.09635627536599457,-0.10404066558706922,0.05583826730719666,-0.049500155271105975,-0.056564566693413684,-0.004215514185502533,0.08214721840803293
2026-04-22T12:08:59.980346,16,update,572,-5.776517987251282,-5.999777317047119,-6.106125712394714,-5.589313507080078,0.007201286991425842,0.2456219883513868,8.389133969027238,aspgd,mode_group,0.031833986488558105,-0.09915857187089487,-0.1086316011692153,0.05684529892270026,-0.05100375785290436,-0.05771936120595796,-0.0008739860948956909,0.08656099183313752
2026-04-22T12:09:12.483753,17,update,575,-5.814277529716492,-5.999777317047119,-5.974690914154053,-5.771463513374329,0.007033249902496138,0.24412261866579227,3.319142159446889,aspgd,mode_group,0.0343000624892117,-0.10131314934144986,-0.11301299280821751,0.058058348848389243,-0.05265580015137335,-0.058417468488212033,0.0024028698349637394,0.09014019161873756
2026-04-22T12:09:24.884032,18,update,578,-6.038813591003418,-6.038813591003418,-5.3957319259643555,-6.4504557847976685,0.006875258288570454,0.24271735902222374,17.325650254987902,aspgd,mode_group,0.03477159460960757,-0.10450993936725445,-0.11797764354473914,0.05753510753918252,-0.05248107349558441,-0.060457971447627386,0.006490633143148208,0.09446798475623873
2026-04-22T12:09:37.482597,19,update,581,-5.9736645221710205,-6.038813591003418,-6.04162335395813,-5.797234773635864,0.006726371803274378,0.24139554301754299,4.036484342454954,aspgd,mode_group,0.03484851565923594,-0.1076842620384211,-0.12271882588795295,0.057412356497332,-0.05198521366492509,-0.06192547554453697,0.009772629564045322,0.09796272025615393
2026-04-22T12:09:50.046380,20,update,584,-6.194478869438171,-6.194478869438171,-5.564686059951782,-6.585160493850708,0.006585767727876389,0.2401481975825407,16.942379609138936,aspgd,mode_group,0.03361388033993026,-0.11157128840196992,-0.12788410910291595,0.058609603336607634,-0.050283299049554434,-0.06442006544706272,0.013747497022063324,0.10211114198361891
2026-04-22T12:10:02.523542,21,update,587,-6.074452996253967,-6.194478869438171,-5.871307849884033,-6.3027530908584595,0.006452722802586186,0.23896770472314388,7.198434903722456,aspgd,mode_group,0.03306608719349741,-0.11553298963994128,-0.1329712833709735,0.060203021308114765,-0.04824553378546669,-0.06607721693644426,0.016707995705244956,0.10630299525630713
2026-04-22T12:10:15.114316,22,update,590,-6.166796684265137,-6.194478869438171,-5.967789888381958,-5.899990797042847,0.006326598363167914,0.2378475434175541,1.1365192972173705,aspgd,mode_group,0.032491650335152895,-0.11899098722275007,-0.13760487968623325,0.061543276590783375,-0.0465079387627527,-0.06764365298768235,0.019270708070142948,0.11013598668579468
2026-04-22T12:10:27.495322,23,update,593,-6.315460205078125,-6.315460205078125,-5.5424124002456665,-6.724337339401245,0.006206828096481476,0.23678208995674985,19.901813766420805,aspgd,mode_group,0.03335782064129965,-0.12311681854595787,-0.14268101867489702,0.06129616370524589,-0.04377281303950728,-0.07024042054660243,0.02267282609601377,0.11456494822649053
2026-04-22T12:10:39.993707,24,update,596,-6.179936528205872,-6.315460205078125,-6.327008008956909,-5.750649571418762,0.006092907887690862,0.23576646157115413,9.74680417665096,aspgd,mode_group,0.03348244619627302,-0.12736869800739595,-0.14776603613864384,0.06044477005292533,-0.04200966783536479,-0.0731517645411714,0.025020725762047197,0.1190825829793547
2026-04-22T12:10:52.475351,25,update,599,-6.148359775543213,-6.315460205078125,-6.221440434455872,-6.20606541633606,0.005984387350495511,0.23479639257556473,0.26108133643418374,aspgd,mode_group,0.03361114878408274,-0.13116473030166814,-0.15234308805546293,0.059698204221280714,-0.04041158381237883,-0.07574563979740524,0.02714320224411261,0.12311693764527509
2026-04-22T12:11:05.026386,26,update,602,-6.054269075393677,-6.315460205078125,-6.226711869239807,-5.666363835334778,0.005880862721029354,0.23386813526032857,9.552969926874365,aspgd,mode_group,0.03311879778757113,-0.13510726822119187,-0.15576122710351623,0.059647399119829796,-0.03961221937717888,-0.07863137601779185,0.029614537495211795,0.12726898186303653
2026-04-22T12:11:17.463296,27,update,605,-5.877571702003479,-6.315460205078125,-6.470603942871094,-5.2931809425354,0.005781970863901308,0.23297837983747455,20.149696330549318,aspgd,mode_group,0.03153973033784774,-0.13953665044868274,-0.15975738588945168,0.06077774715602487,-0.03777951786043438,-0.08218769902633741,0.03282850998528166,0.13187144422860925
2026-04-22T12:11:30.140537,28,update,608,-5.985665321350098,-6.315460205078125,-5.812591910362244,-6.052858829498291,0.005687384190821081,0.232124189218775,4.126911832882788,aspgd,mode_group,0.02988687754100109,-0.143264014559088,-0.16309682362781566,0.06202879784001824,-0.03589955052174228,-0.08513328943085394,0.035945325064477854,0.1362315711606594
