timestamp_iso,iteration,phase,loop_index,xt_db,best_xt_db,xt_plus_db,xt_minus_db,learning_rate_ak,perturbation_ck,gradient_norm,optimizer_algorithm,xt_source,"Z(0,0)","Z(1,-1)","Z(1,1)","Z(2,-2)","Z(2,0)","Z(2,2)",hologram_shift_x_px,hologram_shift_y_px
2026-04-22T13:40:42.429111,0,baseline,484,-1.095663160085678,-1.095663160085678,,,0.0,0.0,0.0,aspgd,mode_group,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-04-22T13:41:05.671585,1,update,487,-0.6607776880264282,-1.095663160085678,-2.3307639360427856,-0.1448024157434702,0.05000690723392863,0.55,6.869277561087795,aspgd,mode_group,0.050006907050917516,-0.050006907050917516,-0.050006907050917516,-0.050006907050917516,0.050006907050917516,-0.050006907050917516,0.05000690677640084,-0.05000690677640084
2026-04-22T13:41:29.083241,2,update,490,-1.2677568197250366,-1.2677568197250366,-0.6232407316565514,-1.67035773396492,0.04721843613094821,0.5128125675402578,3.529131110564527,aspgd,mode_group,0.0942677504028781,-0.06209916136653035,-0.0942677504028781,-0.0942677504028781,0.06209916136653035,-0.06209916136653035,0.09426774982227384,-0.06209916100838922
2026-04-22T13:41:52.271917,3,update,493,-1.5343435108661652,-1.5343435108661652,-2.310643196105957,-1.0429460555315018,0.044808755848694926,0.4922360791462198,4.451161066240345,aspgd,mode_group,0.13672383963676132,-0.08411028872793616,-0.13672383963676132,-0.13672383963676132,0.05545866018681136,-0.05545866018681136,0.10807221041370611,-0.05545865987741219
2026-04-22T13:42:15.510682,4,update,496,-1.6156712174415588,-1.6156712174415588,-1.6941279172897339,-0.9703304618597031,0.0427008084519461,0.4781395080495119,2.616336880981448,aspgd,mode_group,0.16154899310541043,-0.10763593489071105,-0.16154899310541043,-0.1755833299947034,0.04346107597505557,-0.05749541286434855,0.12544280714491948,-0.043461075763381915
2026-04-22T13:42:38.851441,5,update,499,-1.9955901801586151,-1.9955901801586151,-0.6144217774271965,-3.1532812118530273,0.04083766650268662,0.46748396518484847,9.386489077721148,aspgd,mode_group,0.1597697575377768,-0.1367498289756954,-0.1913975511197952,-0.1817382715101921,0.020864460594872045,-0.0428329745672873,0.15107700327909082,-0.020864460527155296
2026-04-22T13:43:02.114286,6,update,502,-2.005700469017029,-2.005700469017029,-1.4485415816307068,-1.7726683616638184,0.03917626761548003,0.45895426833258646,1.2206094930454041,aspgd,mode_group,0.1601869887464035,-0.1626567075790591,-0.21414006901467936,-0.18870192189001633,0.004105456275699231,-0.03262038941931204,0.17411281392661881,-0.000334930947493952
2026-04-22T13:43:25.422439,7,update,505,-1.9753776490688324,-2.005700469017029,-1.213974803686142,-1.773734837770462,0.03768337273895953,0.4518640467997427,2.141042763020614,aspgd,mode_group,0.15748096395062106,-0.18112770476917078,-0.23608741591890758,-0.19143471939610512,-0.01287073521851348,-0.027188348492928775,0.1901985027624843,0.019773845878968476
2026-04-22T13:43:48.863965,8,update,508,-1.9358494877815247,-2.005700469017029,-1.3650819659233093,-1.9680187106132507,0.0363328733513459,0.44581081593692007,2.337504161112271,aspgd,mode_group,0.158317244334982,-0.19351424694455038,-0.2576016366976221,-0.19062089454093697,-0.030215414544229716,-0.025738191153942283,0.20058437484264638,0.03974597157577043
2026-04-22T13:44:12.209171,9,update,511,-1.980907917022705,-2.005700469017029,-3.5888510942459106,-0.9151031076908112,0.03510394678945771,0.4405388320240791,10.4898074438548,aspgd,mode_group,0.1484343813944953,-0.21231676696441193,-0.2825613718434266,-0.20051890520189186,-0.031468544454069325,-0.014312976697093268,0.21803731220854122,0.06366546286094023
2026-04-22T13:44:35.644244,10,update,514,-2.0917774736881256,-2.0917774736881256,-1.5120536088943481,-2.094685137271881,0.03397976162590502,0.4358757317642595,2.310268913536286,aspgd,mode_group,0.14214946062070946,-0.23063956042917033,-0.3061661233888523,-0.20681682042574875,-0.03473661902296705,-0.0023187941278552723,0.23081621037777908,0.08199168494510117
2026-04-22T13:44:58.864563,11,update,517,-1.9548088312149048,-2.0917774736881256,-1.3802681863307953,-2.5738096237182617,0.032946549555188345,0.43169997975864494,4.778446355115186,aspgd,mode_group,0.14110611944929824,-0.25022044836151186,-0.33017392852756594,-0.21631941171578678,-0.04169983882933173,0.011957955445577855,0.23730228698574068,0.10157544644298054
2026-04-22T13:45:22.197121,12,update,520,-2.1899497509002686,-2.1899497509002686,-1.5395782887935638,-1.6972693800926208,0.03199292738134982,0.4279227576858075,0.6369025925530483,aspgd,mode_group,0.13964656069210138,-0.26789201391412065,-0.35062284339151517,-0.22517700550835876,-0.04724241593474828,0.02499078814818182,0.24352178862606796,0.11815531506677289
2026-04-22T13:45:45.561683,13,update,523,-2.251100242137909,-2.251100242137909,-0.7954572141170502,-3.879510760307312,0.03110939332099471,0.4244772420492637,12.557371436764743,aspgd,mode_group,0.13006601203855508,-0.2890248095429939,-0.37373470463430364,-0.22294818670794728,-0.05973241540204419,0.02573713409315737,0.25649414655388963,0.13851019631771272
2026-04-22T13:46:08.875098,14,update,526,-2.105657607316971,-2.251100242137909,-1.9666746258735657,-2.2872500121593475,0.03028794711997623,0.4213119309427406,1.3150966092283085,aspgd,mode_group,0.12251020427034101,-0.3084948525032133,-0.39494620340511877,-0.22011247868832934,-0.06984836063595015,0.02726835733470771,0.2670345375179804,0.15554675296952394
